467101.6	7046644.69	3770200
467155.98	7046649.21	3772900
467162.84	7046645.06	3773200
467172.67	7046637.5	3773000
467164.45	7046627.5	3773400
467149.09	7046623.1	3772600
467158.07	7046621.32	3772800
467103.17	7046599.18	3772200
467118.39	7046661.53	3770100
467111.48	7046654.4	3770300
467127.65	7046663.79	3770600
467158.42	7046660.38	3772600
467173.47	7046661.9	3772600
467167.84	7046656.61	3773100
467174.34	7046651.7	3773000
467075.33	7046668.7	3766300
467227.86	7046580.78	3768100
467227.63	7046601.58	3768800
467210.92	7046614.35	3769700
467196.88	7046616.66	3771300
467186.53	7046629.92	3772400
467181.28	7046638.49	3772700
467191.28	7046642.79	3771900
467200.66	7046643.68	3771100
467183.34	7046650.19	3772400
467191.26	7046651.01	3772100
467180.42	7046657.89	3772600
467205.77	7046652.39	3770700
467198.15	7046655.39	3771000
467228.66	7046642.9	3769500
467196.19	7046663.4	3771900
467236.39	7046653.09	3769200
467196.14	7046504	3768000
467429.48	7046336.5	3750100
467230.09	7046456.31	3763500
467343.96	7046299.11	3757600
467406.28	7046120	3764800
467189.51	7046361.89	3761800
467134.12	7046339.24	3760600
467164.2	7046504.31	3770300
467146.2	7046596.2	3772600
467152.92	7046609.19	3772700
467169.6	7046608.41	3772800
467171.88	7046617.2	3772800
467176.27	7046626.08	3772600
467180.4	7046615.03	3772400
467188.87	7046608.11	3772100
467200.75	7046601.04	3770800
467055.62	7046568.59	3771700
467053.65	7046473.99	3770300
466968.19	7046182.59	3749100
466864.15	7046334.4	3753800
466799.58	7046362.31	3751300
466782.93	7046563.28	3747700
466887.18	7046561.47	3757500
466881.88	7046644.8	3752600
467090.13	7046951.9	3748000
467123.11	7046729.39	3765800
467181.5	7046673.1	3772000
467172.53	7046676.31	3772000
467147.33	7046679.89	3770600
467151.12	7046667.89	3771600
466855.78	7046749.34	3745400
466987.57	7046767.8	3753400
467577.44	7046583.75	3739600
467424.83	7046573.35	3750400
467248.72	7046672.09	3769000
467204.72	7046666.6	3771200
467195.12	7046675.03	3771600
467217.4	7046730.18	3769900
467300.71	7046915.42	3762000
467335.49	7046898.5	3763400
466732.58	7047010.25	3726600
466760.74	7046982.4	3729600
466675.66	7046792.71	3734100
466666.88	7046276.41	3752400
466598.49	7046519.9	3745000
466566.76	7046589.69	3742800
466172.72	7046463.59	3771000
466224.96	7046950.99	3741500
466914.12	7048038.43	3712900
467022.64	7047276.49	3737600
467076.35	7047160.19	3742700
466992.87	7047270.29	3735600
467055.1	7047141.4	3741400
467000.58	7047110.09	3738400
466949.63	7047082.59	3735600
466360.16	7047464.69	3705400
467964.39	7047785.79	3748000
467538.32	7046998.1	3751700
467488.2	7047148.04	3758600
467482.65	7047199.3	3758100
467311.3	7047194.4	3760500
467191.06	7047189.37	3752200
467284.75	7047329.25	3763500
467249.36	7047791.05	3738400
468088.95	7047371.29	3728300
468426.47	7047240.63	3722900
468563.51	7046935.88	3705100
467807.2	7046625.2	3723100
467822.32	7046739.9	3725500
467739.5	7046805.43	3730000
467778.93	7046919.69	3728300
467631.18	7047032.92	3743000
468351.99	7046533.93	3691600
468453.66	7045939.48	3684600
467751.05	7046116.23	3732500
467553.16	7046331.25	3746300
467622.55	7046341.96	3743500
467796.27	7046289.7	3728400
467758.54	7046377.49	3728200
467775.26	7046456.21	3726400
467908.11	7045343.87	3711900
467696.91	7045545.66	3723200
467194.52	7045874.17	3729300
467290.08	7045974.65	3740500
467485.64	7046022.29	3752800
467510.79	7046013.8	3752400
467578.34	7046061.9	3750500
467578.72	7046074.09	3751400
466840.8	7045969.48	3740000
467111.25	7045958.99	3735200
466774.07	7045561.25	3757900
466678.98	7045514.57	3756100
466579.96	7045739.12	3754100
466621.54	7046132.79	3755800
466619.51	7046208.49	3756500
466684.41	7046120.4	3752800
