58.39	175.52	0	0
-66.83	-117.18	0	1
4.47	-44.18	0	2
-22.48	27.72	0	3
-139.89	-49.88	0	4
105.98	-16.38	0	5
275.71	-257.68	0	6
149.63	-188.58	0	7
-589.3	-12.68	0	8
-554.53	-344.68	0	9
-235.98	-97.48	0	10
-202.84	-39.38	0	11
8.98	-73.28	0	12
10.81	-453.68	0	13
-251.45	-280.98	0	14
187.9	-303.28	0	15
-73.07	-62.18	0	16
53	-12.58	0	17
35.23	40.42	0	18
304.98	38.42	0	19
11.82	579.82	0	20
10.79	-61.58	0	21
127.63	50.52	0	22
31.51	-20.58	0	23
-207.94	205.52	0	24
-56.64	-60.78	0	25
486.42	29.52	0	26
84.02	3.02	0	27
79.49	-20.38	0	28
12.74	-23.78	0	29
-251.19	-107.18	0	30
-18.84	-17.38	0	31
634.18	-316.28	0	32
-471.65	-481.98	0	33
125.53	133.62	0	34
0.58	17.52	0	35
-9.6	11.42	0	36
-42.31	-3.08	0	37
-40.26	-86.18	0	38
-48.87	9.02	0	39
-69.61	76.42	0	40
-9.85	-6.18	0	41
148.65	18.52	0	42
1.2	-0.68	0	43
-20.88	11.32	0	44
354.74	-588.58	0	45
61.22	-35.98	0	46
-648.61	298.82	0	47
-66.65	-140.18	0	48
28.34	-7.58	0	49
103.83	-106.78	0	50
90.9	220.02	0	51
-357.63	-234.38	0	52
-52.88	-3.18	0	53
102.43	21.22	0	54
622.87	317.32	0	55
-153.15	82.42	0	56
58.24	-4.48	0	57
-8.72	77.52	0	58
46.77	-75.08	0	59
-375.14	-116.48	0	60
-144.67	65.82	0	61
-6.06	-127.28	0	62
299.67	-25.78	0	63
-85.48	203.32	0	64
133.51	59.12	0	65
-16.48	-1.08	0	66
52.52	-48.98	0	67
-45.67	24.92	0	68
-374.81	149.52	0	69
-536.54	-393.88	0	70
-100.44	-33.78	0	71
-67.48	-85.88	0	72
-102.84	-16.58	0	73
-251.57	199.12	0	74
-62.64	329.32	0	75
-308.45	-197.68	0	76
-137.03	210.92	0	77
8.14	-98.08	0	78
-119.61	369.12	0	79
24.37	55.52	0	80
-92.41	73.82	0	81
-84.08	107.32	0	82
-5.86	-338.28	0	83
-393.68	-59.68	0	84
-313.56	151.22	0	85
-13.62	28.12	0	86
-35.07	17.82	0	87
-163.21	667.92	0	88
102.92	-27.98	0	89
-32.97	127.02	0	90
406.4	-257.48	0	91
71.57	-0.78	0	92
141.42	-50.78	0	93
99.9	-282.68	0	94
-490.87	-357.48	0	95
63.7	-52.68	0	96
-0.24	-54.48	0	97
-262.1	356.82	0	98
38.24	-14.08	0	99
17.18	-1.68	0	100
74.05	-146.08	0	101
234.14	137.32	0	102
47.76	40.02	0	103
-165.6	27.52	0	104
150.53	86.22	0	105
-81.92	-78.18	0	106
-493.65	-160.08	0	107
162.64	199.62	0	108
35.21	48.62	0	109
12.78	-36.28	0	110
-65.47	-159.48	0	111
-15.83	156.72	0	112
119.55	-3.68	0	113
91.21	162.32	0	114
-9.19	-73.78	0	115
-45.47	79.32	0	116
164.78	103.42	0	117
9.21	43.42	0	118
-57.29	-35.28	0	119
16.03	-82.58	0	120
-71.08	-110.78	0	121
94.94	-47.98	0	122
-41.68	-54.48	0	123
92.05	11.82	0	124
119.6	-58.08	0	125
-72.9	-8.68	0	126
102.1	-38.68	0	127
-480.41	190.32	0	128
38.2	-33.48	0	129
133.19	-625.88	0	130
43.3	-24.78	0	131
-6.34	-49.08	0	132
153.68	99.92	0	133
-11.34	193.62	0	134
-25.52	-13.88	0	135
-219.04	377.02	0	136
-557.56	-82.48	0	137
-437.25	-64.28	0	138
-29.22	52.92	0	139
228.82	195.52	0	140
80.32	50.72	0	141
-81.27	119.62	0	142
29.77	134.92	0	143
-489.19	-325.98	0	144
72.61	40.52	0	145
-313.32	-630.98	0	146
-22.83	2.92	0	147
-26.87	-79.58	0	148
-32.06	-41.28	0	149
-79.71	557.82	0	150
-287.67	-44.38	0	151
297.58	49.62	0	152
-21.16	-195.28	0	153
56.35	104.72	0	154
-281.52	-163.38	0	155
30.55	-37.88	0	156
96.44	130.42	0	157
-40.07	-17.68	0	158
43.78	-143.08	0	159
17.89	-52.48	0	160
25.44	70.72	0	161
78.12	13.42	0	162
106.61	27.82	0	163
47.4	-61.08	0	164
289.06	-6.68	0	165
35.91	-70.48	0	166
4.9	57.82	0	167
-9.82	37.32	0	168
10.85	95.42	0	169
-5.71	-105.28	0	170
87.85	-25.48	0	171
-221.52	-223.08	0	172
-48.19	-78.58	0	173
-56.86	22.62	0	174
110.39	-486.58	0	175
471.84	-257.48	0	176
99.39	46.42	0	177
135.91	-12.08	0	178
40.07	-98.38	0	179
-46.48	-203.18	0	180
-126.63	-127.48	0	181
581.84	201.12	0	182
128.74	40.22	0	183
260.35	-481.48	0	184
-40.22	10.72	0	185
312.54	-10.78	0	186
48.58	30.82	0	187
331.12	46.22	0	188
60.6	82.62	0	189
-395.33	380.02	0	190
234.43	279.22	0	191
-89.52	-53.98	0	192
40.78	74.42	0	193
-299.89	145.02	0	194
68.31	-221.98	0	195
13.54	6.02	0	196
-337.13	-194.58	0	197
135.05	-144.38	0	198
-10.56	-264.98	0	199
150.66	-284.88	0	200
-141.84	203.02	0	201
-41.72	-25.58	0	202
106.17	213.22	0	203
-105.04	-136.38	0	204
212.32	34.92	0	205
-228.13	-172.18	0	206
188.44	-100.18	0	207
-588.48	-201.09	0	208
-536.5	186.72	0	209
-53.13	202.02	0	210
158.01	86.82	0	211
477.21	429.92	0	212
-17.61	-43.78	0	213
-26.72	-24.08	0	214
8.68	-11.18	0	215
-400.7	-276.08	0	216
-300.77	-67.28	0	217
-96.96	358.02	0	218
60.48	9.52	0	219
335.63	-582.78	0	220
49.46	49.42	0	221
-80.73	66.32	0	222
1.26	-9.48	0	223
-14.15	-26.18	0	224
424.95	-16.68	0	225
116.13	-105.58	0	226
582.58	151.22	0	227
25.22	36.12	0	228
59.36	40.02	0	229
-32.56	33.22	0	230
210.48	-439.08	0	231
-143.52	126.82	0	232
