1.971193e-02	2.126663e-02	5.898303e-03
3.311571e-02	7.664303e-02	1.532861e-02
4.674140e-02	2.892055e-01	3.587152e-02
6.765439e-02	6.234946e-01	4.476431e-02
1.014223e-01	1.196892e+00	4.491855e-02
1.529223e-01	2.733392e+00	5.714443e-02
2.292262e-01	5.740028e+00	6.597298e-02
3.439838e-01	1.076739e+01	6.759258e-02
5.162958e-01	1.837591e+01	6.300478e-02
7.745761e-01	2.855561e+01	5.344429e-02
1.161992e+00	4.498792e+01	4.590028e-02
1.677987e+00	7.352566e+01	4.914479e-02
2.192064e+00	1.072958e+02	1.628228e-01
